Title (display_name),DOI (doi),Is open access (is_oa),Open Alex ID (id)
Brief intervention during hospital admission to help patients to give up smoking after myocardial infarction and bypass surgery: randomised controlled trial,https://doi.org/10.1136/bmj.324.7329.87,TRUE,W2153667880
Increasing Varenicline Dose in Smokers Who Do Not Respond to the Standard Dosage,https://doi.org/10.1001/jamainternmed.2014.6916,TRUE,W2152754089
"Effect of nicotine 6 mg gum on urges to smoke, a randomized clinical trial",https://doi.org/10.1186/s40360-019-0368-9,TRUE,W2989972241
Web-based smoking cessation intervention that transitions from inpatient to outpatient: study protocol for a randomized controlled trial,https://doi.org/10.1186/1745-6215-13-123,TRUE,W2116585571
Evaluating a collaborative smoking cessation intervention in primary care (ENTER): study protocol for a cluster-randomized controlled trial,https://doi.org/10.1186/s13063-015-0977-6,TRUE,W2112312198
Randomised clinical trial of snus versus medicinal nicotine among smokers interested in product switching,https://doi.org/10.1136/tobaccocontrol-2014-052080,TRUE,W1855153853
Efficacy of a text messaging (SMS) based smoking cessation intervention for adolescents and young adults: Study protocol of a cluster randomised controlled trial,https://doi.org/10.1186/1471-2458-12-51,TRUE,W1966964796
Efficacy of a Text Message-Based Smoking Cessation Intervention for Young People: A Cluster Randomized Controlled Trial,https://doi.org/10.2196/jmir.2636,TRUE,W2141336650
Efficacy of an internet and SMS-based integrated smoking cessation and alcohol intervention for smoking cessation in young people: study protocol of a two-arm cluster randomised controlled trial,https://doi.org/10.1186/1471-2458-14-1140,TRUE,W2112124999
"Efficacy of a technology-based, integrated smoking cessation and alcohol intervention for smoking cessation in adolescents: Results of a cluster-randomised controlled trial",https://doi.org/10.1016/j.jsat.2017.09.008,TRUE,W2754924832
A randomised controlled trial of a tele-based lifestyle intervention for colorectal cancer survivors ('CanChange'): study protocol,https://doi.org/10.1186/1471-2407-9-286,TRUE,W2104147497
Randomised controlled trial of a secondary prevention program for myocardial infarction patients ('ProActive Heart'): study protocol,https://doi.org/10.1186/1471-2261-9-16,TRUE,W1482034755
Effects of a Telephone-Delivered Multiple Health Behavior Change Intervention (CanChange) on Health and Behavioral Outcomes in Survivors of Colorectal Cancer: A Randomized Controlled Trial,https://doi.org/10.1200/jco.2012.45.5873,TRUE,W2111119091
We Can Quit2 (WCQ2): a community-based intervention on smoking cessation for women living in disadvantaged areas of Ireland—study protocol for a pilot cluster randomised controlled trial,https://doi.org/10.1186/s40814-019-0511-9,TRUE,W2991432602
Efficacy of smoking prevention program 'Smoke-free Kids': study protocol of a randomized controlled trial,https://doi.org/10.1186/1471-2458-9-477,TRUE,W2006292457
Comprehensive Evaluation of Community-Based Diabetic Patients,https://doi.org/10.2337/diacare.24.4.690,TRUE,W1995486961
"A cluster randomised trial of a school-based resilience intervention to decrease tobacco, alcohol and illicit drug use in secondary school students: study protocol",https://doi.org/10.1186/1471-2458-12-1009,TRUE,W1965014319
Individualized electronic decision support and reminders to improve diabetes care in the community: COMPETE II randomized trial,https://doi.org/10.1503/cmaj.081272,TRUE,W2022174723
A feasibility study with embedded pilot randomised controlled trial and process evaluation of electronic cigarettes for smoking cessation in patients with periodontitis,https://doi.org/10.1186/s40814-019-0451-4,TRUE,W2948787059
"The efficacy and safety of a nicotine conjugate vaccine (NicVAX®) or placebo co-administered with varenicline (Champix®) for smoking cessation: study protocol of a phase IIb, double blind, randomized, placebo controlled trial",https://doi.org/10.1186/1471-2458-12-1052,TRUE,W2052406830
The QUIT-PRIMO provider-patient Internet-delivered smoking cessation referral intervention: a cluster-randomized comparative effectiveness trial: study protocol,https://doi.org/10.1186/1748-5908-5-87,TRUE,W2162419276
Effect of counselling mothers on their children's exposure to environmental tobacco smoke: randomised controlled trial,https://doi.org/10.1136/bmj.321.7257.337,TRUE,W1979873757
Randomized Trial to Reduce Air Particle Levels in Homes of Smokers and Children,https://doi.org/10.1016/j.amepre.2017.10.017,TRUE,W2781475196
Body Acupuncture for Nicotine Withdrawal Symptoms: A Randomized Placebo-Controlled Trial,https://doi.org/10.1093/ecam/nem179,TRUE,W2113641676
The effect of a comprehensive lifestyle intervention on cardiovascular risk factors in pharmacologically treated patients with stable cardiovascular disease compared to usual care: a randomised controlled trial,https://doi.org/10.1186/1471-2261-12-71,TRUE,W2030185544
The Effects of Text Message and Infographic on Reducing the Number Cigarettes Consumption: A Randomized Controlled Trial,https://doi.org/10.31557/apjcp.2020.21.11.3413,TRUE,W3108358261
Advising parents of asthmatic children on passive smoking: randomised controlled trial,https://doi.org/10.1136/bmj.318.7196.1456,TRUE,W2133380892
Effects of Smokefree Class Competition 1 year after the end of intervention: a cluster randomised controlled trial,https://doi.org/10.1136/jech.2009.107490,FALSE,W2112356643
Effects of a school-based prevention programme on smoking in early adolescence: a 6-month follow-up of the ‘Eigenständig werden’ cluster randomised trial,https://doi.org/10.1136/bmjopen-2013-004422,TRUE,W2122861721
Is the apparently protective effect of maternal nicotine replacement therapy (NRT) used in pregnancy on infant development explained by smoking cessation?: secondary analyses of a randomised controlled trial,https://doi.org/10.1136/bmjopen-2018-024923,TRUE,W2957357682
Smoking cessation opportunities in severe mental illness (tobacco intensive motivational and estimate risk — TIMER—): study protocol for a randomized controlled trial,https://doi.org/10.1186/s13063-018-3139-9,TRUE,W2946900063
Placebo controlled trial of nicotine chewing gum in general practice.,https://doi.org/10.1136/bmj.289.6448.794,TRUE,W1984282135
"Study protocol of a pragmatic, randomised controlled pilot trial: clinical effectiveness on smoking cessation of traditional and complementary medicine interventions, including acupuncture and aromatherapy, in combination with nicotine replacement therapy",https://doi.org/10.1136/bmjopen-2016-014574,TRUE,W2621298273
"Nurse-led motivational interviewing to change the lifestyle of patients with type 2 diabetes (MILD-project): protocol for a cluster, randomized, controlled trial on implementing lifestyle recommendations",https://doi.org/10.1186/1472-6963-9-19,TRUE,W2069123289
Comparative effectiveness of post-discharge interventions for hospitalized smokers: study protocol for a randomized controlled trial,https://doi.org/10.1186/1745-6215-13-124,TRUE,W2100934789
Randomised controlled trial of nicotine chewing-gum.,https://doi.org/10.1136/bmj.285.6341.537,TRUE,W2040616879
"Smoking Cessation Intervention in Rural Kerala, India: Findings of a Randomised Controlled Trial",https://doi.org/10.7314/apjcp.2013.14.11.6797,TRUE,W2054016035
"Brief intervention on Smoking, Nutrition, Alcohol and Physical (SNAP) inactivity for smoking relapse prevention after release from smoke-free prisons: a study protocol for a multicentre, investigator-blinded, randomised controlled trial",https://doi.org/10.1136/bmjopen-2017-021326,TRUE,W2896444799
The study protocol for a randomized controlled trial of a family-centred tobacco control program about environmental tobacco smoke (ETS) to reduce respiratory illness in Indigenous infants,https://doi.org/10.1186/1471-2458-10-114,TRUE,W2148981281
Association of <i>COMT</i> Val108/158Met Genotype with Smoking Cessation in a Nicotine Replacement Therapy Randomized Trial,https://doi.org/10.1158/1055-9965.epi-06-0936,TRUE,W2050054512
"Randomized, placebo-controlled, double-blind trial of Swedish snus for smoking reduction and cessation",https://doi.org/10.1186/1477-7517-8-25,TRUE,W2106426735
Home-based versus hospital-based cardiac rehabilitation after myocardial infarction or revascularisation: design and rationale of the Birmingham Rehabilitation Uptake Maximisation Study (BRUM): a randomised controlled trial [ISRCTN72884263],https://doi.org/10.1186/1471-2261-3-10,TRUE,W2108010330
Self management of patients with mild COPD in primary care: randomised controlled trial,https://doi.org/10.1136/bmj.k2241,TRUE,W2808040121
"A Controlled Trial of Sustained-Release Bupropion, a Nicotine Patch, or Both for Smoking Cessation",https://doi.org/10.1056/nejm199903043400903,TRUE,W2312609348
Effect of a nurse-coordinated prevention programme on cardiovascular risk after an acute coronary syndrome: main results of the RESPONSE randomised trial,https://doi.org/10.1136/heartjnl-2013-303989,TRUE,W2146510843
Reducing Psychosocial and Behavioral Pregnancy Risk Factors: Results of a Randomized Clinical Trial Among High-Risk Pregnant African American Women,https://doi.org/10.2105/ajph.2007.131425,TRUE,W2043101108
Community Health Worker Support for Disadvantaged Patients With Multiple Chronic Diseases: A Randomized Clinical Trial,https://doi.org/10.2105/ajph.2017.303985,TRUE,W2750464611
Depression Vulnerability Moderates the Effects of Cognitive Behavior Therapy in a Randomized Controlled Trial for Smoking Cessation,https://doi.org/10.1016/j.beth.2009.10.001,TRUE,W2041701858
Perioperative smoking cessation in vascular surgery: challenges with a randomized controlled trial,https://doi.org/10.1186/s13063-015-0965-x,TRUE,W1947620936
Study protocol: a stepped wedge cluster randomised controlled trial of a healthy lifestyle intervention for people attending residential substance abuse treatment,https://doi.org/10.1186/s12889-015-1729-y,TRUE,W2120606854
Individual- and area-level unemployment influence smoking cessation among African Americans participating in a randomized clinical trial,https://doi.org/10.1016/j.socscimed.2012.01.013,TRUE,W2066618117
Allen Carr’s Easyway to Stop Smoking - A randomised clinical trial,https://doi.org/10.1136/tobaccocontrol-2018-054243,TRUE,W2898523926
Impact of a board-game approach on current smokers: a randomized controlled trial,https://doi.org/10.1186/1747-597x-8-3,TRUE,W2141055998
Effect of a Community Health Worker-Based Approach to Integrated Cardiovascular Risk Factor Control in India: A Cluster Randomized Controlled Trial,https://doi.org/10.1016/j.gheart.2019.08.003,TRUE,W2972780199
Naltrexone Reduction of Long-Term Smoking Cessation Weight Gain in Women But Not Men: A Randomized Controlled Trial,https://doi.org/10.1016/j.biopsych.2012.09.025,TRUE,W2033531273
Effects of the opioid receptor antagonist naltrexone on smoking and related behaviors in smokers preparing to quit: a randomized controlled trial,https://doi.org/10.1111/add.12261,TRUE,W2157663379
145 EUROACTION PLUS: a randomised controlled trial on preventive cardiology programme plus intensive smoking cessation with Varenicline for vascular and high CVD risk smokers and their partners—principal results,https://doi.org/10.1136/heartjnl-2012-301877b.145,TRUE,W2330968774
"The effect of transtheoretical model-based individual counseling, training, and a 6-month follow-up on smoking cessation in adult women: a randomized controlled trial*",https://doi.org/10.3906/sag-1407-100,TRUE,W2257102859
Smoking cessation or reduction with nicotine replacement therapy: a placebo-controlled double blind trial with nicotine gum and inhaler,https://doi.org/10.1186/1471-2458-9-433,TRUE,W2012042537
Effectiveness of a web-based self-help smoking cessation intervention: protocol of a randomised controlled trial,https://doi.org/10.1186/1471-2458-9-32,TRUE,W2161362340
Reduced nicotine content cigarettes in smokers of low socioeconomic status: study protocol for a randomized control trial,https://doi.org/10.1186/s13063-017-2038-9,TRUE,W2733488465
"The Seattle-King County Healthy Homes Project: A Randomized, Controlled Trial of a Community Health Worker Intervention to Decrease Exposure to Indoor Asthma Triggers",https://doi.org/10.2105/ajph.2004.042994,TRUE,W2105123215
Effectiveness of integrated disease management for primary care chronic obstructive pulmonary disease patients: results of cluster randomised trial,https://doi.org/10.1136/bmj.g5392,TRUE,W1966250423
Long-term effectiveness of mailed nicotine replacement therapy: study protocol of a randomized controlled trial 5-year follow-up,https://doi.org/10.1186/s12889-017-4586-z,TRUE,W2739369989
Text Message and Internet Support for Coronary Heart Disease Self-Management: Results From the Text4Heart Randomized Controlled Trial,https://doi.org/10.2196/jmir.4944,TRUE,W1790000390
A randomised controlled trial of a school-based intervention to prevent tobacco use among children and adolescents in Italy,https://doi.org/10.1007/s10389-010-0328-8,TRUE,W1974379185
Protocol for creating new warnings on cigarette packs and evaluating their efficacy in a randomised experimental setting,https://doi.org/10.1136/bmjopen-2019-036166,TRUE,W3037529651
Smoking cessation at the workplace. Results of a randomised controlled intervention study,https://doi.org/10.1136/jech.54.5.349,TRUE,W2162526176
Misreporting in a randomized clinical trial for smoking cessation in adolescents,https://doi.org/10.1016/j.addbeh.2015.01.017,TRUE,W2024803116
"STOP smoking and alcohol drinking before OPeration for bladder cancer ﻿(the STOP-OP study),﻿ perioperative smoking and alcohol cessation intervention in relation to radical cystectomy: study protocol for a randomised controlled trial",https://doi.org/10.1186/s13063-017-2065-6,TRUE,W2735037084
A cluster randomised controlled trial of smoking cessation in pregnant women comparing interventions based on the transtheoretical (stages of change) model to standard care,https://doi.org/10.1136/tc.12.2.168,TRUE,W2138857819
A randomized controlled trial of an extensive lifestyle management intervention (ELMI) following cardiac rehabilitation: study design and baseline data,https://doi.org/10.1186/1468-6708-3-9,TRUE,W2101116207
Effectiveness of a complex intervention in reducing the prevalence of smoking among adolescents: study design of a cluster-randomized controlled trial,https://doi.org/10.1186/1471-2458-14-373,TRUE,W1976613160
Cost effectiveness of computer tailored and non-tailored smoking cessation letters in general practice: randomised controlled,https://doi.org/10.1136/bmj.322.7299.1396,TRUE,W2124361068
Neural Signatures of Cognitive Flexibility and Reward Sensitivity Following Nicotinic Receptor Stimulation in Dependent Smokers,https://doi.org/10.1001/jamapsychiatry.2017.0400,TRUE,W2607117530
Changes in body weight and food choice in those attempting smoking cessation: a cluster randomised controlled trial,https://doi.org/10.1186/1471-2458-12-389,TRUE,W2169904647
Helping cancer patients quit smoking by increasing their risk perception: a study protocol of a cluster randomized controlled trial,https://doi.org/10.1186/s12885-015-1496-2,TRUE,W1513208152
Brief intervention to promote smoking cessation and improve glycemic control in smokers with type 2 diabetes: a randomized controlled trial,https://doi.org/10.1038/srep45902,TRUE,W2600563934
"Effectiveness of a brief, self-determination intervention for smoking cessation (immediate or progressive) among people attending emergency departments: a randomised controlled trial",https://doi.org/10.18332/tid/84430,TRUE,W2793432341
A study protocol for a randomised controlled trial evaluating the use of information communication technology (WhatsApp/WeChat) to deliver brief motivational interviewing (i-BMI) in promoting smoking cessation among smokers with chronic diseases,https://doi.org/10.1186/s12889-019-7417-6,TRUE,W2966914884
Effectiveness of a Brief Self-determination Theory–Based Smoking Cessation Intervention for Smokers at Emergency Departments in Hong Kong,https://doi.org/10.1001/jamainternmed.2019.5176,TRUE,W2990102227
Efficacy of cognitive behavioural therapy-based smartphone app for smoking cessation in China: a study protocol of a randomised controlled trial,https://doi.org/10.1136/bmjopen-2020-041985,TRUE,W3120707267
"Design, development and randomised controlled trial of a smartphone application, ‘QinTB’, for smoking cessation in tuberculosis patients: study protocol",https://doi.org/10.1136/bmjopen-2019-031204,TRUE,W2993759658
Comparison between Gradual Reduced Nicotine Content and Usual Nicotine Content Groups on Subjective Cigarette Ratings in a Randomized Double-Blind Trial,https://doi.org/10.3390/ijerph17197047,TRUE,W3088710300
Rapid reduction versus abrupt quitting for smokers who want to stop soon: a randomised controlled non-inferiority trial,https://doi.org/10.1186/1745-6215-10-69,TRUE,W2113500805
"A Double-Blind, Placebo-Controlled Trial Assessing the Efficacy of Varenicline Tartrate for Alcohol Dependence",https://doi.org/10.1097/adm.0b013e31829623f4,TRUE,W2006833508
Involving patients in cardiovascular risk management with nurse-led clinics: a cluster randomized controlled trial,https://doi.org/10.1503/cmaj.081591,TRUE,W2117482475
A COPD Health Management Program in a Community-Based Primary Care Setting: A Randomized Controlled Trial,https://doi.org/10.4187/respcare.03420,TRUE,W2036201938
"Efficacy of brief motivational interviewing on smoking cessation at tuberculosis clinics in <scp>T</scp>shwane, <scp>S</scp>outh <scp>A</scp>frica: a randomized controlled trial",https://doi.org/10.1111/add.12671,TRUE,W2111028651
Smoking cessation with smartphone applications (SWAPP): study protocol for a randomized controlled trial,https://doi.org/10.1186/s12889-019-7723-z,TRUE,W2982380295
"Trial Protocol: Randomised controlled trial of the effects of very low calorie diet, modest dietary restriction, and sequential behavioural programme on hunger, urges to smoke, abstinence and weight gain in overweight smokers stopping smoking",https://doi.org/10.1186/1745-6215-11-94,TRUE,W2134353932
Slimming World in Stop Smoking Services (SWISSS): study protocol for a randomized controlled trial,https://doi.org/10.1186/1745-6215-14-182,TRUE,W2136389386
HEART: heart exercise and remote technologies: A randomized controlled trial study protocol,https://doi.org/10.1186/1471-2261-11-26,TRUE,W2054890698
"Healthy families: study protocol for a randomized controlled trial of a screening, brief intervention, and referral to treatment intervention for caregivers to reduce secondhand smoke exposure among pediatric emergency patients",https://doi.org/10.1186/s12889-017-4278-8,TRUE,W2611566245
A Parental Smoking Cessation Intervention in the Pediatric Emergency Setting: A Randomized Trial,https://doi.org/10.3390/ijerph17218151,TRUE,W3097222020
"The protocol for the Be Our Ally Beat Smoking (BOABS) study, a randomised controlled trial of an intensive smoking cessation intervention in a remote Aboriginal Australian health care setting",https://doi.org/10.1186/1471-2458-12-232,TRUE,W2116028953
Trial Protocol: Using genotype to tailor prescribing of nicotine replacement therapy: a randomised controlled trial assessing impact of communication upon adherence,https://doi.org/10.1186/1471-2458-10-680,TRUE,W1983145934
"Multicentric randomized clinical trial to evaluate the long-term effectiveness of a motivational intervention against smoking, based on the information obtained from spirometry in primary care: the RESET study protocol",https://doi.org/10.1186/s12875-016-0415-1,TRUE,W2260132367
Self‐help educational booklets for the prevention of smoking relapse following smoking cessation treatment: a randomized controlled trial,https://doi.org/10.1111/add.13080,TRUE,W2117273642
Plain packaging of cigarettes and smoking behavior: study protocol for a randomized controlled study,https://doi.org/10.1186/1745-6215-15-252,TRUE,W2095864137
Effects of first exposure to plain cigarette packaging on smoking behaviour and attitudes: a randomised controlled study,https://doi.org/10.1186/s12889-015-1586-8,TRUE,W2037583291
Increasing the dose of television advertising in a national antismoking media campaign: results from a randomised field trial,https://doi.org/10.1136/tobaccocontrol-2015-052517,TRUE,W2258984865
Cluster randomised trial of the effectiveness of Motivational Interviewing for universal prevention,https://doi.org/10.1016/j.drugalcdep.2010.07.028,TRUE,W2041706564
Nurse led shared care for patients on the waiting list for coronary artery bypass surgery: a randomised controlled trial,https://doi.org/10.1136/heart.86.3.317,TRUE,W2121327241
Analysis of the psychological impact of a vascular risk factor intervention: results from a cluster randomized controlled trial in Australian general practice,https://doi.org/10.1186/1471-2296-14-190,TRUE,W1990965948
Smoking cessation intervention among Vietnamese Americans: a controlled trial,https://doi.org/10.1136/tc.4.suppl1.s16,TRUE,W2803964178
"Muslim Communities Learning About Second-hand Smoke in Bangladesh (MCLASS II): study protocol for a cluster randomised controlled trial of a community-based smoke-free homes intervention, with or without Indoor Air Quality feedback",https://doi.org/10.1186/s13063-018-3100-y,TRUE,W2907555588
A couples-focused intervention for smoking cessation during pregnancy: The study protocol of the Quit Together pilot randomized controlled trial,https://doi.org/10.18332/tpc/89926,TRUE,W2801154383
Addressing risk factors for child abuse among high risk pregnant women: design of a randomised controlled trial of the nurse family partnership in Dutch preventive health care,https://doi.org/10.1186/1471-2458-11-823,TRUE,W2118182306
"A Randomized Controlled Trial of Progressively Reduced Nicotine Content Cigarettes on Smoking Behaviors, Biomarkers of Exposure, and Subjective Ratings",https://doi.org/10.1158/1055-9965.epi-15-1088,TRUE,W2345179568
Combining alcohol interventions with tobacco addictions treatment in primary care—the COMBAT study: a pragmatic cluster randomized trial,https://doi.org/10.1186/s13012-017-0595-7,TRUE,W2616283945
The effect of a clinical decision support system on prompting an intervention for risky alcohol use in a primary care smoking cessation program: a cluster randomized trial,https://doi.org/10.1186/s13012-019-0935-x,TRUE,W2969418120
A self-management programme for COPD: a randomised controlled trial,https://doi.org/10.1183/09031936.00047814,TRUE,W2135105002
Cluster randomised controlled trial to compare three methods of promoting secondary prevention of coronary heart disease in primary,https://doi.org/10.1136/bmj.322.7298.1338,TRUE,W2134144126
Effect of preoperative smoking intervention on postoperative complications: a randomised clinical trial,https://doi.org/10.1016/s0140-6736(02)07369-5,FALSE,W2151374600
The NAILED stroke risk factor trial (Nurse based Age independent Intervention to Limit Evolution of Disease after stroke): study protocol for a randomized controlled trial,https://doi.org/10.1186/1745-6215-14-5,TRUE,W2105303224
Lack of Association of <i>5-HTTLPR</i> Genotype with Smoking Cessation in a Nicotine Replacement Therapy Randomized Trial,https://doi.org/10.1158/1055-9965.epi-05-0648,TRUE,W1989901079
Secondary prevention clinics for coronary heart disease: four year follow up of a randomised controlled trial in primary care,https://doi.org/10.1136/bmj.326.7380.84,TRUE,W1966482774
Systematic identification and treatment of smokers by hospital based cessation practitioners in a secondary care setting: cluster randomised controlled trial,https://doi.org/10.1136/bmj.f4004,TRUE,W2025250152
Yorkshire Enhanced Stop Smoking (YESS) study: a protocol for a randomised controlled trial to evaluate the effect of adding a personalised smoking cessation intervention to a lung cancer screening programme,https://doi.org/10.1136/bmjopen-2020-037086,TRUE,W3010464593
SMS-based smoking cessation intervention among university students: study protocol for a randomised controlled trial (NEXit trial),https://doi.org/10.1186/s13063-015-0640-2,TRUE,W2065342550
Design and participant characteristics of a randomized-controlled trial of telemedicine for smoking cessation among rural smokers,https://doi.org/10.1016/j.cct.2014.04.008,TRUE,W2095815926
Changing Exposure Perceptions: A Randomized Controlled Trial of an Intervention with Smoking Parents,https://doi.org/10.3390/ijerph17103349,TRUE,W3025553201
"Large multi-centre pilot randomized controlled trial testing a low-cost, tailored, self-help smoking cessation text message intervention for pregnant smokers (MiQuit)",https://doi.org/10.1111/add.13802,TRUE,W2589241260
Acceptance and practicability of a visual communication tool in smoking cessation counselling: a randomised controlled trial,https://doi.org/10.4104/pcrj.2013.00086,TRUE,W1995222717
"Study protocol testing toolkit versus usual care for implementation of screening, brief intervention, referral to treatment in hospitals: a phased cluster randomized approach",https://doi.org/10.1186/s13722-018-0130-4,TRUE,W2907068590
Genetic test to stop smoking (GeTSS) trial protocol: randomised controlled trial of a genetic test (Respiragene) and Auckland formula to assess lung cancer risk,https://doi.org/10.1186/1471-2466-14-77,TRUE,W2126710627
Comparison of a high and a low intensity smoking cessation intervention in a dentistry setting in Sweden – a randomized trial,https://doi.org/10.1186/1471-2458-9-121,TRUE,W2047638477
Effectiveness of proactive and reactive services at the Swedish National Tobacco Quitline in a randomized trial,https://doi.org/10.1186/1617-9625-12-9,TRUE,W2147408459
"A randomised, feasibility trial of a tele-health intervention for Acute Coronary Syndrome patients with depression ('MoodCare'): Study protocol",https://doi.org/10.1186/1471-2261-11-8,TRUE,W2129958285
A Coaching by Telephone Intervention on Engaging Patients to Address Modifiable Cardiovascular Risk Factors: a Randomized Controlled Trial,https://doi.org/10.1007/s11606-018-4398-6,TRUE,W2799643055
Integrating smoking cessation and alcohol use treatment in homeless populations: study protocol for a randomized controlled trial,https://doi.org/10.1186/s13063-015-0858-z,TRUE,W1833945687
A Pilot Randomized Controlled Trial of Smoking Cessation in an Outpatient Respirology Clinic,https://doi.org/10.1155/2015/871204,TRUE,W1942800959
Importance of baseline cotinine plasma values in smoking cessation: results from a double-blind study with nicotine patch,https://doi.org/10.1183/09031936.96.09040643,TRUE,W2158478448
A randomised controlled pilot study of standardised counselling and cost-free pharmacotherapy for smoking cessation among stroke and TIA patients,https://doi.org/10.1136/bmjopen-2011-000366,TRUE,W2101170855
"Improving diet, physical activity and other lifestyle behaviours using computer-tailored advice in general practice: a randomised controlled trial",https://doi.org/10.1186/1479-5868-9-108,TRUE,W2142680306
The study design and rationale of the randomized controlled trial: translating COPD guidelines into primary care practice,https://doi.org/10.1186/1471-2296-14-56,TRUE,W2146671555
Effectiveness of a combined strategy to improve therapeutic compliance and degree of control among patients with hypercholesterolaemia: a randomised clinical trial,https://doi.org/10.1186/1471-2261-15-8,TRUE,W2118600515
Rationale and methods of the multicenter randomised trial of a heart failure management programme among geriatric patients (HF-Geriatrics),https://doi.org/10.1186/1471-2458-11-627,TRUE,W2065082569
"Design of a randomized controlled trial of comprehensive rehabilitation in patients with myocardial infarction, stabilized acute coronary syndrome, percutaneous transluminal coronary angioplasty or coronary artery bypass grafting: Akershus Comprehensive Cardiac Rehabilitation Trial (the CORE Study).",https://doi.org/10.1186/cvm-1-3-177,TRUE,W1587980741
Healthy Pregnancies Project: Cluster Randomized Controlled Trial of a Community Intervention to Reduce Tobacco Use among Alaska Native Women,https://doi.org/10.3390/ijerph17249302,TRUE,W3110877435
Meditative Movement as a Treatment for Pulmonary Dysfunction in Flight Attendants Exposed to Second-Hand Cigarette Smoke: Study Protocol for a Randomized Trial,https://doi.org/10.3389/fpsyt.2016.00038,TRUE,W2316887520
A Smartphone App to Assist Smoking Cessation Among Aboriginal Australians: Findings From a Pilot Randomized Controlled Trial,https://doi.org/10.2196/12745,TRUE,W2911706370
Screening and concurrent brief intervention of conjoint hazardous or harmful alcohol and tobacco use in hospital out-patients in Thailand: a randomized controlled trial,https://doi.org/10.1186/s13011-015-0018-1,TRUE,W2119930567
Continued smoking abstinence in diabetic patients in primary care: A cluster randomized controlled multicenter study,https://doi.org/10.1016/j.diabres.2014.09.009,FALSE,W2014780607
"Comparative Indoor Pollution from Glo, Iqos, and Juul, Using Traditional Combustion Cigarettes as Benchmark: Evidence from the Randomized SUR-VAPES AIR Trial",https://doi.org/10.3390/ijerph17176029,TRUE,W3063931215
A Cluster Randomized Controlled Trial of a Total Worker Health® Intervention on Commercial Construction Sites,https://doi.org/10.3390/ijerph15112354,TRUE,W2898131103
Smoking cessation and care management for veterans with posttraumatic stress disorder: a study protocol for a randomized controlled trial,https://doi.org/10.1186/s12913-015-0706-6,TRUE,W1988418191
A Randomized Placebo-Controlled Clinical Trial of 5 Smoking Cessation Pharmacotherapies,https://doi.org/10.1001/archgenpsychiatry.2009.142,TRUE,W2156678769
The Tobacco Status Project (TSP): Study protocol for a randomized controlled trial of a Facebook smoking cessation intervention for young adults,https://doi.org/10.1186/s12889-015-2217-0,TRUE,W1958991306
Combining varenicline and nicotine patches: a randomized controlled trial study in smoking cessation,https://doi.org/10.1186/s12916-014-0172-8,TRUE,W2123239058
A randomised controlled trial of a consumer-focused e-health strategy for cardiovascular risk management in primary care: the Consumer Navigation of Electronic Cardiovascular Tools (CONNECT) study protocol,https://doi.org/10.1136/bmjopen-2013-004523,TRUE,W2056627493
Effect of an intervention to improve the cardiovascular health of family members of patients with coronary artery disease: a randomized trial,https://doi.org/10.1503/cmaj.130550,TRUE,W2011567132
Comparative effectiveness of post-discharge strategies for hospitalized smokers: study protocol for the Helping HAND 2 randomized controlled trial,https://doi.org/10.1186/s12889-015-1484-0,TRUE,W2124076793
Comparison of Two School-Based Smoking Prevention Programs among South African High School Students: Results of a Randomized Trial,https://doi.org/10.1007/s12160-008-9072-5,TRUE,W2092821950
Use of nicotine substitute prescribed at hourly plus ad libitum intake or ad libitum for heavy smokers willing to quit: a randomized controlled trial,https://doi.org/10.1186/1747-597x-4-12,TRUE,W2160340300
Which measures of cigarette dependence are predictors of smoking cessation during pregnancy? Analysis of data from a randomized controlled trial,https://doi.org/10.1111/add.13395,TRUE,W2301096866
A randomized controlled trial of a smoking cessation intervention conducted among prisoners,https://doi.org/10.1111/add.12084,TRUE,W1550538492
Using “warm handoffs” to link hospitalized smokers with tobacco treatment after discharge: study protocol of a randomized controlled trial,https://doi.org/10.1186/1745-6215-13-127,TRUE,W2160840261
Efficacy and Safety of Varenicline for Smoking Cessation in Patients With Cardiovascular Disease,https://doi.org/10.1161/circulationaha.109.869008,TRUE,W2109535127
Comparative effectiveness of post-discharge strategies for hospitalized smokers: Study protocol for the Helping HAND 4 randomized controlled trial,https://doi.org/10.1186/s13063-020-04257-7,TRUE,W3016316243
Effectiveness of a nurse-led intensive home-visitation programme for first-time teenage mothers (Building Blocks): a pragmatic randomised controlled trial,https://doi.org/10.1016/s0140-6736(15)00392-x,TRUE,W2157458154
Using nurses for preventive activities with computer assisted follow up: a randomised controlled trial.,https://doi.org/10.1136/bmj.298.6671.433,TRUE,W2100987802
Effectiveness of regular reporting of spirometric results combined with a smoking cessation advice by a primary care physician on smoking quit rate in adult smokers: a randomized controlled trial. ESPIROTAB study,https://doi.org/10.1186/1471-2296-12-61,TRUE,W2057639115
Heart disease prevention project: a randomised controlled trial in industry.,https://doi.org/10.1136/bmj.280.6216.747,TRUE,W2061843995
A randomised controlled trial of anti-smoking advice: 10-year results.,https://doi.org/10.1136/jech.36.2.102,TRUE,W2114188339
Targeting heavy smokers in general practice: randomised controlled trial of transdermal nicotine patches.,https://doi.org/10.1136/bmj.306.6888.1308,TRUE,W2075297244
Variations in treatment benefits influence smoking cessation: results of a randomised controlled trial,https://doi.org/10.1136/tc.10.2.175,TRUE,W2168706013
